Request_Number,Duration
1,0.050002098083496094
2,0.04799795150756836
3,0.048528432846069336
4,0.046999454498291016
5,0.04600048065185547
6,0.04899907112121582
7,0.047592878341674805
8,0.04676055908203125
9,0.047379493713378906
10,0.04664969444274902
11,0.04843711853027344
12,0.04630780220031738
13,0.04848814010620117
14,0.04708266258239746
15,0.04710698127746582
16,0.04811716079711914
17,0.04700016975402832
18,0.047058820724487305
19,0.04770493507385254
20,0.047396183013916016
21,0.04700303077697754
22,0.04693746566772461
23,0.04797720909118652
24,0.04666614532470703
25,0.048409223556518555
26,0.047020673751831055
27,0.048560142517089844
28,0.04613518714904785
29,0.04777789115905762
30,0.047609806060791016
31,0.048274993896484375
32,0.0475163459777832
33,0.04688596725463867
34,0.046843767166137695
35,0.04734182357788086
36,0.04708385467529297
37,0.04728126525878906
38,0.0459749698638916
39,0.04799795150756836
40,0.046000003814697266
41,0.04758572578430176
42,0.0469973087310791
43,0.048000335693359375
44,0.04699993133544922
45,0.04700016975402832
46,0.0465543270111084
47,0.046999216079711914
48,0.04700112342834473
49,0.04799914360046387
50,0.0475773811340332
51,0.04700016975402832
52,0.048172950744628906
53,0.046000003814697266
54,0.04655814170837402
55,0.04900002479553223
56,0.046000003814697266
57,0.04700040817260742
58,0.04755139350891113
59,0.04700040817260742
60,0.04800081253051758
61,0.04699897766113281
62,0.04699969291687012
63,0.04667949676513672
64,0.047785043716430664
65,0.04811859130859375
66,0.04717659950256348
67,0.04665398597717285
68,0.04699993133544922
69,0.04700183868408203
70,0.046998023986816406
71,0.04759407043457031
72,0.04699969291687012
73,0.04799842834472656
74,0.04801177978515625
75,0.04662728309631348
76,0.04699969291687012
77,0.047026872634887695
78,0.04697608947753906
79,0.04658842086791992
80,0.04700040817260742
81,0.04699993133544922
82,0.046998023986816406
83,0.04800224304199219
84,0.04859161376953125
85,0.046000003814697266
86,0.04800105094909668
87,0.04653000831604004
88,0.046610355377197266
89,0.048975467681884766
90,0.04759836196899414
91,0.047987937927246094
92,0.04667520523071289
93,0.046994686126708984
94,0.047974586486816406
95,0.047026634216308594
96,0.04812121391296387
97,0.04596757888793945
98,0.04700136184692383
99,0.04702425003051758
100,0.04697465896606445
